Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
Oak Street Weather Station,06/21/2015 07:00:00 AM,21.5,19.9,87,0,0,125.1,0,261,1.2,2.9,989.1,121,0,12.1,06/21/2015 7:00 AM,OakStreetWeatherStation201506210700
Oak Street Weather Station,06/21/2015 08:00:00 AM,22.4,20.4,84,0,0,125.1,0,307,1,3,989.7,329,0,12.1,06/21/2015 8:00 AM,OakStreetWeatherStation201506210800
Oak Street Weather Station,06/21/2015 09:00:00 AM,23.6,20.9,79,0,0,125.1,0,238,1.4,3.8,989.9,536,0,12.1,06/21/2015 9:00 AM,OakStreetWeatherStation201506210900
Oak Street Weather Station,06/21/2015 07:00:00 PM,28,20.9,53,0,0,125.1,0,107,0.6,1.9,991.2,48,0,12.1,06/21/2015 7:00 PM,OakStreetWeatherStation201506211900
Oak Street Weather Station,06/21/2015 08:00:00 PM,27.8,22.2,62,0,0,125.1,0,254,2.4,6.1,991.7,27,0,12.1,06/21/2015 8:00 PM,OakStreetWeatherStation201506212000
Oak Street Weather Station,06/21/2015 09:00:00 PM,27.1,21.9,64,0,0,125.1,0,244,1.5,4.3,991.8,-2,0,12.1,06/21/2015 9:00 PM,OakStreetWeatherStation201506212100
Oak Street Weather Station,06/21/2015 10:00:00 PM,27,21.9,65,0,0,125.1,0,246,1.5,3.7,991.9,-2,0,12.1,06/21/2015 10:00 PM,OakStreetWeatherStation201506212200
Oak Street Weather Station,06/21/2015 11:00:00 PM,26.4,21.8,67,0,0,125.1,0,265,1.4,2.7,992.1,-2,0,12.1,06/21/2015 11:00 PM,OakStreetWeatherStation201506212300
Oak Street Weather Station,06/22/2015 12:00:00 AM,26.1,21.7,69,0,0,125.1,0,257,2.3,4.2,992.3,-2,0,12.2,06/22/2015 12:00 AM,OakStreetWeatherStation201506222400
Oak Street Weather Station,06/22/2015 01:00:00 AM,25.5,21.5,70,0,0,125.1,0,271,0.9,2.1,993,0,0,12.1,06/22/2015 1:00 AM,OakStreetWeatherStation201506220100
Oak Street Weather Station,06/22/2015 02:00:00 AM,25.2,21.3,71,0,0,125.1,0,268,1.2,3.3,992.5,0,0,12.1,06/22/2015 2:00 AM,OakStreetWeatherStation201506220200
Oak Street Weather Station,06/22/2015 03:00:00 AM,24.7,20.8,71,0,0,125.1,0,328,0.9,1.9,992.3,0,0,12.1,06/22/2015 3:00 AM,OakStreetWeatherStation201506220300
Oak Street Weather Station,06/22/2015 04:00:00 AM,24,20.4,72,0,0,125.1,0,0,0,0,992.2,0,0,12.1,06/22/2015 4:00 AM,OakStreetWeatherStation201506220400
Oak Street Weather Station,06/22/2015 05:00:00 AM,22.1,19.7,80,0,0,125.1,0,347,0.4,0.7,992.1,2,0,12.2,06/22/2015 5:00 AM,OakStreetWeatherStation201506220500
Oak Street Weather Station,06/22/2015 06:00:00 AM,23.8,21.7,84,0,0,125.1,0,0,0.7,3.6,991.9,33,0,12.1,06/22/2015 6:00 AM,OakStreetWeatherStation201506220600
Oak Street Weather Station,06/22/2015 07:00:00 AM,24,22.0,84,0,0,125.1,0,120,1.4,3.3,990.3,271,0,12.1,06/22/2015 7:00 AM,OakStreetWeatherStation201506220700
Oak Street Weather Station,06/22/2015 08:00:00 AM,25.1,22.3,79,0,0,125.1,0,111,0.8,2,989.5,258,0,12.1,06/22/2015 8:00 AM,OakStreetWeatherStation201506220800
63rd Street Weather Station,06/22/2015 09:00:00 AM,25.4,23.4,85,0,0,207.7,0,223,2.3,5.3,989.9,327,355,11.9,06/22/2015 9:00 AM,63rdStreetWeatherStation201506220900
Oak Street Weather Station,06/22/2015 09:00:00 AM,25.7,22.8,78,0,0,125.1,0,157,1,2.4,990.1,216,0,12.1,06/22/2015 9:00 AM,OakStreetWeatherStation201506220900
63rd Street Weather Station,06/22/2015 10:00:00 AM,26.4,23.9,81,0,0,207.7,0,245,5.6,8.8,990.9,106,355,12,06/22/2015 10:00 AM,63rdStreetWeatherStation201506221000
Oak Street Weather Station,06/22/2015 10:00:00 AM,26.2,23.1,78,0,0,125.1,0,0,0.8,1.5,991.1,85,0,12.1,06/22/2015 10:00 AM,OakStreetWeatherStation201506221000
63rd Street Weather Station,06/22/2015 11:00:00 AM,25.9,23.8,84,0,0,207.7,0,217,2.1,5.1,990.5,40,355,11.9,06/22/2015 11:00 AM,63rdStreetWeatherStation201506221100
Oak Street Weather Station,06/22/2015 11:00:00 AM,26.3,23.4,79,0,0,125.1,0,290,1.9,4,990.8,27,359,12.1,06/22/2015 11:00 AM,OakStreetWeatherStation201506221100
63rd Street Weather Station,06/22/2015 12:00:00 PM,26,24.3,87,2.4,0.5,208.2,60,258,4.5,6.7,992.4,22,355,12,06/22/2015 12:00 PM,63rdStreetWeatherStation201506221200
Oak Street Weather Station,06/22/2015 12:00:00 PM,25.9,23.7,84,0,0.5,125.6,60,276,2.6,8.3,992.7,15,0,12.1,06/22/2015 12:00 PM,OakStreetWeatherStation201506221200
63rd Street Weather Station,06/22/2015 01:00:00 PM,24.7,23.2,89,0.6,3.9,212.1,60,73,0.7,1.4,990,164,355,11.8,06/22/2015 1:00 PM,63rdStreetWeatherStation201506221300
Oak Street Weather Station,06/22/2015 01:00:00 PM,24.5,23.1,89,0,3.4,128.9,60,124,1.5,3.1,989.3,139,0,12.1,06/22/2015 1:00 PM,OakStreetWeatherStation201506221300
63rd Street Weather Station,06/22/2015 02:00:00 PM,26.2,24.3,85,0,0,212.1,0,204,3.7,6.1,988,429,354,12,06/22/2015 2:00 PM,63rdStreetWeatherStation201506221400
63rd Street Weather Station,06/22/2015 03:00:00 PM,27.6,24.1,75,0,0,212.1,0,210,6,10.6,985.2,391,355,11.9,06/22/2015 3:00 PM,63rdStreetWeatherStation201506221500
Oak Street Weather Station,06/22/2015 03:00:00 PM,28.1,24.2,72,0,0,129,0,357,1.1,3.1,985,384,1,12.1,06/22/2015 3:00 PM,OakStreetWeatherStation201506221500
63rd Street Weather Station,06/22/2015 04:00:00 PM,27.7,24.5,77,0,0,212.1,0,214,5.5,12.4,984.1,193,355,11.9,06/22/2015 4:00 PM,63rdStreetWeatherStation201506221600
Oak Street Weather Station,06/22/2015 04:00:00 PM,28,24.0,72,0,0,129,0,259,2,4.7,984,154,1,12.1,06/22/2015 4:00 PM,OakStreetWeatherStation201506221600
63rd Street Weather Station,06/22/2015 05:00:00 PM,28.6,25.2,76,0,0,212.1,0,235,6.6,12.4,984.7,351,355,11.9,06/22/2015 5:00 PM,63rdStreetWeatherStation201506221700
Oak Street Weather Station,06/22/2015 05:00:00 PM,29,24.8,72,0,0,129,0,280,3.2,6.3,984.5,278,1,12,06/22/2015 5:00 PM,OakStreetWeatherStation201506221700
63rd Street Weather Station,06/22/2015 06:00:00 PM,28.8,25.5,77,0,0,212.1,0,220,6.2,12.1,983.7,103,356,12,06/22/2015 6:00 PM,63rdStreetWeatherStation201506221800
Oak Street Weather Station,06/22/2015 06:00:00 PM,29,24.9,72,0,0,129,0,252,1.4,4.9,984.3,115,0,12.1,06/22/2015 6:00 PM,OakStreetWeatherStation201506221800
63rd Street Weather Station,06/22/2015 07:00:00 PM,29.2,25.8,77,0,0,212.1,0,251,4.4,6.7,984.9,16,355,12,06/22/2015 7:00 PM,63rdStreetWeatherStation201506221900
Oak Street Weather Station,06/22/2015 07:00:00 PM,28.9,24.9,72,0,0,129,0,196,0.9,1.6,985.3,8,0,12.1,06/22/2015 7:00 PM,OakStreetWeatherStation201506221900
63rd Street Weather Station,06/22/2015 08:00:00 PM,29.1,25.6,76,0,0,212.1,0,253,4.9,10,984.8,2,355,12,06/22/2015 8:00 PM,63rdStreetWeatherStation201506222000
Oak Street Weather Station,06/22/2015 08:00:00 PM,28.7,24.9,73,0,0,129,0,15,1.2,3.2,984.9,0,0,12.1,06/22/2015 8:00 PM,OakStreetWeatherStation201506222000
63rd Street Weather Station,06/22/2015 09:00:00 PM,28.8,25.4,77,0,0,212.1,0,243,4.1,6.1,985.2,0,355,12,06/22/2015 9:00 PM,63rdStreetWeatherStation201506222100
Oak Street Weather Station,06/22/2015 09:00:00 PM,29.1,25.1,73,0,0,129,0,284,2.2,5.4,985.4,-3,0,12.1,06/22/2015 9:00 PM,OakStreetWeatherStation201506222100
63rd Street Weather Station,06/22/2015 10:00:00 PM,28.9,25.5,77,4.8,0.1,212.2,60,255,6.3,10.9,984.8,0,355,11.9,06/22/2015 10:00 PM,63rdStreetWeatherStation201506222200
63rd Street Weather Station,06/22/2015 11:00:00 PM,26.2,21.9,69,0,0.1,212.3,0,268,8.9,13.8,985.1,0,355,11.9,06/22/2015 11:00 PM,63rdStreetWeatherStation201506222300
Oak Street Weather Station,06/22/2015 11:00:00 PM,27.1,22.2,66,0,0,129.1,0,290,1.9,5.6,985.7,-2,0,12.1,06/22/2015 11:00 PM,OakStreetWeatherStation201506222300
63rd Street Weather Station,06/23/2015 12:00:00 AM,24.5,21.9,80,0,0,212.3,0,247,3.3,4.3,986.6,1,355,11.9,06/23/2015 12:00 AM,63rdStreetWeatherStation201506232400
Oak Street Weather Station,06/23/2015 12:00:00 AM,25.8,21.8,71,0,0,129.1,0,269,2.9,6.6,986.5,-2,0,12.1,06/23/2015 12:00 AM,OakStreetWeatherStation201506232400
63rd Street Weather Station,06/23/2015 01:00:00 AM,24.8,22.8,84,0,0,212.3,0,250,3.2,4.6,986.9,0,355,11.9,06/23/2015 1:00 AM,63rdStreetWeatherStation201506230100
Oak Street Weather Station,06/23/2015 01:00:00 AM,25.5,22.1,75,0,0,129.1,0,304,1.1,2.7,986.9,0,0,12.1,06/23/2015 1:00 AM,OakStreetWeatherStation201506230100
63rd Street Weather Station,06/23/2015 02:00:00 AM,25,23.1,85,0,0,212.3,0,266,2.2,4.2,987,0,355,11.9,06/23/2015 2:00 AM,63rdStreetWeatherStation201506230200
Oak Street Weather Station,06/23/2015 02:00:00 AM,25.1,22.6,80,0,0,129.1,0,312,1,2.1,987.6,0,0,12.1,06/23/2015 2:00 AM,OakStreetWeatherStation201506230200
63rd Street Weather Station,06/23/2015 03:00:00 AM,24.7,23.0,87,0,0,212.3,0,322,1.5,4.1,988.1,1,355,12,06/23/2015 3:00 AM,63rdStreetWeatherStation201506230300
Oak Street Weather Station,06/23/2015 03:00:00 AM,25,22.3,80,0,0,129.1,0,5,1.3,2,988.6,0,0,12.1,06/23/2015 3:00 AM,OakStreetWeatherStation201506230300
63rd Street Weather Station,06/23/2015 04:00:00 AM,24.8,21.7,76,0,0,212.3,0,336,3.4,6.2,988.8,1,355,12,06/23/2015 4:00 AM,63rdStreetWeatherStation201506230400
Oak Street Weather Station,06/23/2015 04:00:00 AM,24.3,20.5,71,0,0,129.1,0,326,1.1,1.6,989.5,0,0,12.1,06/23/2015 4:00 AM,OakStreetWeatherStation201506230400
63rd Street Weather Station,06/23/2015 05:00:00 AM,21.4,18.2,74,0,0,212.3,0,4,3.9,7.6,989.9,4,355,11.9,06/23/2015 5:00 AM,63rdStreetWeatherStation201506230500
Oak Street Weather Station,06/23/2015 05:00:00 AM,20.8,17.7,74,0,0,129.1,0,3,2.9,3.6,990.4,2,359,12.1,06/23/2015 5:00 AM,OakStreetWeatherStation201506230500
63rd Street Weather Station,06/23/2015 06:00:00 AM,19.9,17.4,78,0,0,212.3,0,0,3.4,7.2,991.1,48,355,11.9,06/23/2015 6:00 AM,63rdStreetWeatherStation201506230600
Oak Street Weather Station,06/23/2015 06:00:00 AM,21.7,17.1,64,0,0,129.1,0,318,2,3.3,991.8,108,0,12.1,06/23/2015 6:00 AM,OakStreetWeatherStation201506230600
63rd Street Weather Station,06/23/2015 07:00:00 AM,20.7,16.7,67,0,0,212.3,0,354,3.3,7.5,992,194,357,11.9,06/23/2015 7:00 AM,63rdStreetWeatherStation201506230700
63rd Street Weather Station,06/23/2015 08:00:00 AM,19.9,16.2,69,0,0,212.3,0,10,4.3,7.7,992.9,366,356,12,06/23/2015 8:00 AM,63rdStreetWeatherStation201506230800
Oak Street Weather Station,06/23/2015 08:00:00 AM,20.6,15.4,58,0,0,129.1,0,8,4.2,8,993.6,455,1,12.1,06/23/2015 8:00 AM,OakStreetWeatherStation201506230800
63rd Street Weather Station,06/23/2015 09:00:00 AM,20.3,16.1,65,0,0,212.3,0,11,3.6,5.3,994.2,540,356,12,06/23/2015 9:00 AM,63rdStreetWeatherStation201506230900
Oak Street Weather Station,06/23/2015 09:00:00 AM,19.5,15.4,66,0,0,129.1,0,6,3.8,5.9,994.7,620,0,12.1,06/23/2015 9:00 AM,OakStreetWeatherStation201506230900
63rd Street Weather Station,06/23/2015 10:00:00 AM,18.5,15.7,75,0,0,212.3,0,43,4.8,9.6,994.9,690,356,12,06/23/2015 10:00 AM,63rdStreetWeatherStation201506231000
Oak Street Weather Station,06/23/2015 10:00:00 AM,18.9,15.6,72,0,0,129.1,0,34,1.3,2.5,995.4,765,0,12.1,06/23/2015 10:00 AM,OakStreetWeatherStation201506231000
63rd Street Weather Station,06/23/2015 11:00:00 AM,18.5,15.9,76,0,0,212.3,0,64,3.4,5.6,995.3,810,355,12,06/23/2015 11:00 AM,63rdStreetWeatherStation201506231100
Oak Street Weather Station,06/23/2015 11:00:00 AM,20.4,16.1,65,0,0,129.1,0,205,0.5,0.9,995.9,866,0,12.1,06/23/2015 11:00 AM,OakStreetWeatherStation201506231100
63rd Street Weather Station,06/23/2015 12:00:00 PM,18.7,16.0,76,0,0,212.3,0,79,3.1,4.4,995.9,819,355,11.9,06/23/2015 12:00 PM,63rdStreetWeatherStation201506231200
Oak Street Weather Station,06/23/2015 12:00:00 PM,19.4,15.4,66,0,0,129.1,0,88,1,1.9,996.3,914,0,12.1,06/23/2015 12:00 PM,OakStreetWeatherStation201506231200
63rd Street Weather Station,06/23/2015 01:00:00 PM,18.7,15.5,72,0,0,212.3,0,124,0.6,1,996,881,354,11.9,06/23/2015 1:00 PM,63rdStreetWeatherStation201506231300
Oak Street Weather Station,06/23/2015 01:00:00 PM,20.7,15.5,58,0,0,129.1,0,122,1.2,2.5,996.3,910,0,12.1,06/23/2015 1:00 PM,OakStreetWeatherStation201506231300
63rd Street Weather Station,06/23/2015 02:00:00 PM,19.6,16.0,69,0,0,212.3,0,165,0,1,995.8,879,354,12,06/23/2015 2:00 PM,63rdStreetWeatherStation201506231400
Oak Street Weather Station,06/23/2015 02:00:00 PM,20.4,15.3,58,0,0,129.1,0,122,1.7,3.5,996.2,868,0,12.1,06/23/2015 2:00 PM,OakStreetWeatherStation201506231400
63rd Street Weather Station,06/23/2015 03:00:00 PM,19.6,16.4,72,0,0,212.3,0,165,0.9,2.3,996,809,354,11.9,06/23/2015 3:00 PM,63rdStreetWeatherStation201506231500
Oak Street Weather Station,06/23/2015 03:00:00 PM,20,14.8,58,0,0,129.1,0,116,2.7,5.7,996.4,769,359,12.1,06/23/2015 3:00 PM,OakStreetWeatherStation201506231500
63rd Street Weather Station,06/23/2015 04:00:00 PM,19.2,16.0,73,0,0,212.3,0,127,0.6,1.1,995.9,682,353,11.9,06/23/2015 4:00 PM,63rdStreetWeatherStation201506231600
Oak Street Weather Station,06/23/2015 04:00:00 PM,20.7,15.2,56,0,0,129.1,0,114,2.4,5.1,996.3,636,0,12,06/23/2015 4:00 PM,OakStreetWeatherStation201506231600
63rd Street Weather Station,06/23/2015 05:00:00 PM,19.2,16.3,75,0,0,212.3,0,131,0.5,0.9,995.8,523,353,12,06/23/2015 5:00 PM,63rdStreetWeatherStation201506231700
Oak Street Weather Station,06/23/2015 05:00:00 PM,20.6,15.3,57,0,0,129.1,0,117,2,3.7,996.2,99,0,12.2,06/23/2015 5:00 PM,OakStreetWeatherStation201506231700
63rd Street Weather Station,06/23/2015 06:00:00 PM,19.2,16.3,75,0,0,212.3,0,0,0,0.5,996.3,253,354,11.9,06/23/2015 6:00 PM,63rdStreetWeatherStation201506231800
63rd Street Weather Station,06/23/2015 07:00:00 PM,18.6,16.0,77,0,0,212.3,0,87,2.1,3.4,996.6,154,354,11.9,06/23/2015 7:00 PM,63rdStreetWeatherStation201506231900
Oak Street Weather Station,06/23/2015 07:00:00 PM,18.8,15.0,67,0,0,129.1,0,117,1.2,2.6,997.1,26,0,12.2,06/23/2015 7:00 PM,OakStreetWeatherStation201506231900
63rd Street Weather Station,06/23/2015 08:00:00 PM,18,15.3,76,0,0,212.3,0,105,0.7,1.5,996.5,33,354,11.9,06/23/2015 8:00 PM,63rdStreetWeatherStation201506232000
Oak Street Weather Station,06/23/2015 08:00:00 PM,18.6,14.7,66,0,0,129.1,0,118,1.4,3.1,997.1,27,0,12,06/23/2015 8:00 PM,OakStreetWeatherStation201506232000
63rd Street Weather Station,06/23/2015 09:00:00 PM,17.7,15.3,78,0,0,212.3,0,117,0,1.1,996.3,2,354,11.9,06/23/2015 9:00 PM,63rdStreetWeatherStation201506232100
Oak Street Weather Station,06/23/2015 09:00:00 PM,19.5,14.6,59,0,0,129.1,0,124,1.5,2.8,996.6,1,0,12,06/23/2015 9:00 PM,OakStreetWeatherStation201506232100
63rd Street Weather Station,06/23/2015 10:00:00 PM,18.2,15.6,77,0,0,212.3,0,95,0.9,1.3,996.8,2,355,11.9,06/23/2015 10:00 PM,63rdStreetWeatherStation201506232200
Oak Street Weather Station,06/23/2015 10:00:00 PM,19.9,14.7,57,0,0,129.1,0,118,1,2.2,997.1,1,0,12.1,06/23/2015 10:00 PM,OakStreetWeatherStation201506232200
63rd Street Weather Station,06/23/2015 11:00:00 PM,18.3,15.4,75,0,0,212.3,0,95,0.5,0.8,997,2,355,12,06/23/2015 11:00 PM,63rdStreetWeatherStation201506232300
Oak Street Weather Station,06/23/2015 11:00:00 PM,20.1,14.8,57,0,0,129.1,0,123,0.7,1.4,997.3,1,0,12.1,06/23/2015 11:00 PM,OakStreetWeatherStation201506232300
63rd Street Weather Station,06/24/2015 12:00:00 AM,17.8,15.9,82,0,0,212.3,0,51,0.6,0.9,996.6,2,355,11.9,06/24/2015 12:00 AM,63rdStreetWeatherStation201506242400
63rd Street Weather Station,06/24/2015 01:00:00 AM,17.5,15.5,81,0,0,212.3,0,63,0.8,1.7,996.3,2,354,11.9,06/24/2015 1:00 AM,63rdStreetWeatherStation201506240100
Oak Street Weather Station,06/24/2015 01:00:00 AM,19.7,14.8,59,0,0,129.1,0,122,0.8,2.1,996.9,0,0,12,06/24/2015 1:00 AM,OakStreetWeatherStation201506240100
63rd Street Weather Station,06/24/2015 02:00:00 AM,17.7,15.7,82,0,0,212.3,0,0,0,0.6,997.1,2,355,11.9,06/24/2015 2:00 AM,63rdStreetWeatherStation201506240200
Oak Street Weather Station,06/24/2015 02:00:00 AM,20.1,14.6,55,0,0,129.1,0,102,0.6,1.7,997.4,1,0,12,06/24/2015 2:00 AM,OakStreetWeatherStation201506240200
63rd Street Weather Station,06/24/2015 03:00:00 AM,18,16.1,83,0,0,212.3,0,114,0.3,0.7,997.4,2,355,11.9,06/24/2015 3:00 AM,63rdStreetWeatherStation201506240300
Oak Street Weather Station,06/24/2015 03:00:00 AM,20.9,14.6,50,0,0,129.1,0,111,0.4,0.9,997.8,0,0,12,06/24/2015 3:00 AM,OakStreetWeatherStation201506240300
63rd Street Weather Station,06/24/2015 04:00:00 AM,18.2,15.6,77,0,0,212.3,0,178,1,1.2,997.8,2,355,11.9,06/24/2015 4:00 AM,63rdStreetWeatherStation201506240400
Oak Street Weather Station,06/24/2015 04:00:00 AM,21.1,13.4,42,0,0,129.1,0,96,0.4,1.2,998.1,0,0,12.1,06/24/2015 4:00 AM,OakStreetWeatherStation201506240400
63rd Street Weather Station,06/24/2015 05:00:00 AM,19,15.6,71,0,0,212.3,0,190,2.8,3.9,998.4,3,355,12,06/24/2015 5:00 AM,63rdStreetWeatherStation201506240500
Oak Street Weather Station,06/24/2015 05:00:00 AM,21.4,13.8,42,0,0,129.1,0,212,0.8,1.8,998.6,1,0,12.1,06/24/2015 5:00 AM,OakStreetWeatherStation201506240500
63rd Street Weather Station,06/24/2015 06:00:00 AM,19.2,15.4,67,0,0,212.3,0,203,1.4,3.5,998.5,57,355,11.9,06/24/2015 6:00 AM,63rdStreetWeatherStation201506240600
Oak Street Weather Station,06/24/2015 06:00:00 AM,21.8,14.3,44,0,0,129.1,0,0,0.6,2.1,998.9,82,0,12.1,06/24/2015 6:00 AM,OakStreetWeatherStation201506240600
63rd Street Weather Station,06/24/2015 07:00:00 AM,19.8,16.4,71,0,0,212.3,0,222,1.4,2.9,998.7,106,354,12,06/24/2015 7:00 AM,63rdStreetWeatherStation201506240700
Oak Street Weather Station,06/24/2015 07:00:00 AM,21.9,16.1,55,0,0,129.1,0,109,0,1,999.1,122,0,12.1,06/24/2015 7:00 AM,OakStreetWeatherStation201506240700
63rd Street Weather Station,06/24/2015 08:00:00 AM,20.3,17.2,74,0,0,212.3,0,218,1.5,2.1,998.4,147,355,12,06/24/2015 8:00 AM,63rdStreetWeatherStation201506240800
Oak Street Weather Station,06/24/2015 08:00:00 AM,21.1,16.3,61,0,0,129.1,0,353,0.7,0.9,998.8,140,0,12.1,06/24/2015 8:00 AM,OakStreetWeatherStation201506240800
63rd Street Weather Station,06/24/2015 09:00:00 AM,21,17.8,73,0,0,212.3,0,198,0.8,1.2,998.4,171,355,12,06/24/2015 9:00 AM,63rdStreetWeatherStation201506240900
Oak Street Weather Station,06/24/2015 09:00:00 AM,20.9,16.8,67,0,0,129.1,0,53,0.4,0.8,998.8,247,0,12.1,06/24/2015 9:00 AM,OakStreetWeatherStation201506240900
63rd Street Weather Station,06/24/2015 10:00:00 AM,20.5,17.7,76,0,0,212.3,0,161,0.8,1.3,998.2,276,355,11.9,06/24/2015 10:00 AM,63rdStreetWeatherStation201506241000
Oak Street Weather Station,06/24/2015 10:00:00 AM,19.7,17.4,80,0,0,129.1,0,57,1.2,1.6,998.4,324,0,12.1,06/24/2015 10:00 AM,OakStreetWeatherStation201506241000
63rd Street Weather Station,06/24/2015 11:00:00 AM,20.4,18.3,82,0,0,212.3,0,157,0.3,0.7,997.6,514,355,11.9,06/24/2015 11:00 AM,63rdStreetWeatherStation201506241100
Oak Street Weather Station,06/24/2015 11:00:00 AM,20.4,17.6,77,0,0,129.1,0,85,1.1,2.3,997.9,719,0,12.1,06/24/2015 11:00 AM,OakStreetWeatherStation201506241100
63rd Street Weather Station,06/24/2015 12:00:00 PM,20.8,18.4,80,0,0,212.3,0,137,0.5,1.6,998.8,736,355,11.9,06/24/2015 12:00 PM,63rdStreetWeatherStation201506241200
Oak Street Weather Station,06/24/2015 12:00:00 PM,22.4,17.9,65,0,0,129.1,0,102,0.3,1.8,998.9,296,0,12.1,06/24/2015 12:00 PM,OakStreetWeatherStation201506241200
63rd Street Weather Station,06/24/2015 01:00:00 PM,24.7,18.5,56,0,0,212.3,0,250,4,5.1,998.5,491,356,12,06/24/2015 1:00 PM,63rdStreetWeatherStation201506241300
Oak Street Weather Station,06/24/2015 01:00:00 PM,25.6,18.5,51,0,0,129.1,0,0,0.7,2.1,998.8,387,0,12.1,06/24/2015 1:00 PM,OakStreetWeatherStation201506241300
63rd Street Weather Station,06/24/2015 02:00:00 PM,24.8,17.5,49,0,0,212.3,0,253,4,6.4,997.7,490,356,12,06/24/2015 2:00 PM,63rdStreetWeatherStation201506241400
Oak Street Weather Station,06/24/2015 02:00:00 PM,25.6,18.4,50,0,0,129.1,0,0,0.6,1.9,997.9,539,0,12.1,06/24/2015 2:00 PM,OakStreetWeatherStation201506241400
63rd Street Weather Station,06/24/2015 03:00:00 PM,25.1,17.9,50,0,0,212.3,0,239,3.2,5.2,997,559,355,12,06/24/2015 3:00 PM,63rdStreetWeatherStation201506241500
Oak Street Weather Station,06/24/2015 03:00:00 PM,25.8,17.5,44,0,0,129.1,0,90,0.9,3.2,997.2,445,0,12.1,06/24/2015 3:00 PM,OakStreetWeatherStation201506241500
63rd Street Weather Station,06/24/2015 04:00:00 PM,25.3,18.2,51,0,0,212.3,0,265,1.3,3,996.5,408,354,12,06/24/2015 4:00 PM,63rdStreetWeatherStation201506241600
Oak Street Weather Station,06/24/2015 04:00:00 PM,24.9,17.3,47,0,0,129.1,0,123,1.5,3,997,496,0,12.1,06/24/2015 4:00 PM,OakStreetWeatherStation201506241600
63rd Street Weather Station,06/24/2015 05:00:00 PM,24,18.0,56,0,0,212.3,0,86,1.1,2.3,995.8,284,354,11.9,06/24/2015 5:00 PM,63rdStreetWeatherStation201506241700
Oak Street Weather Station,06/24/2015 05:00:00 PM,23.7,17.5,54,0,0,129.1,0,112,1.3,2.4,996.4,227,0,12.1,06/24/2015 5:00 PM,OakStreetWeatherStation201506241700
63rd Street Weather Station,06/24/2015 06:00:00 PM,24.1,18.2,57,0,0,212.3,0,230,0.7,1.7,996.6,84,355,12,06/24/2015 6:00 PM,63rdStreetWeatherStation201506241800
Oak Street Weather Station,06/24/2015 06:00:00 PM,24.4,17.6,51,0,0,129.1,0,126,0.4,2.2,997,73,0,12,06/24/2015 6:00 PM,OakStreetWeatherStation201506241800
63rd Street Weather Station,06/24/2015 07:00:00 PM,24.6,18.6,56,0,0,212.3,0,257,1.5,3.4,995.6,30,355,11.9,06/24/2015 7:00 PM,63rdStreetWeatherStation201506241900
Oak Street Weather Station,06/24/2015 07:00:00 PM,24.9,18.3,53,0,0,129.1,0,11,0.5,0.8,996.2,20,0,12.1,06/24/2015 7:00 PM,OakStreetWeatherStation201506241900
63rd Street Weather Station,06/24/2015 08:00:00 PM,23.9,18.8,62,0,0,212.3,0,202,1.3,2.3,995.1,9,355,12,06/24/2015 8:00 PM,63rdStreetWeatherStation201506242000
Oak Street Weather Station,06/24/2015 08:00:00 PM,24.2,18.1,55,0,0,129.1,60,67,0.7,1.1,995.1,4,0,12.1,06/24/2015 8:00 PM,OakStreetWeatherStation201506242000
63rd Street Weather Station,06/24/2015 09:00:00 PM,22.5,18.5,69,0,0,212.3,0,181,1.3,2.4,994.9,1,355,12,06/24/2015 9:00 PM,63rdStreetWeatherStation201506242100
Oak Street Weather Station,06/24/2015 09:00:00 PM,23,18.1,63,0,0,129.1,0,126,0.9,1.8,995.2,0,0,12.1,06/24/2015 9:00 PM,OakStreetWeatherStation201506242100
63rd Street Weather Station,06/24/2015 10:00:00 PM,23.1,18.7,66,0,0,212.3,0,250,2.2,3.9,995.8,1,355,11.9,06/24/2015 10:00 PM,63rdStreetWeatherStation201506242200
63rd Street Weather Station,06/24/2015 11:00:00 PM,22.5,18.6,69,0,0,212.3,0,0,0,0,995.5,1,355,12,06/24/2015 11:00 PM,63rdStreetWeatherStation201506242300
Oak Street Weather Station,06/24/2015 11:00:00 PM,23.2,18.3,63,0,0,129.1,0,0,0.3,0.8,995.9,0,0,12.1,06/24/2015 11:00 PM,OakStreetWeatherStation201506242300
63rd Street Weather Station,06/25/2015 12:00:00 AM,21.8,18.5,73,0,0,212.3,0,212,0.9,1.7,995.3,1,355,11.9,06/25/2015 12:00 AM,63rdStreetWeatherStation201506252400
Oak Street Weather Station,06/25/2015 12:00:00 AM,22.5,18.1,66,0,0,129.1,0,13,0.4,0.7,995.5,0,0,12.1,06/25/2015 12:00 AM,OakStreetWeatherStation201506252400
63rd Street Weather Station,06/25/2015 01:00:00 AM,21.7,18.5,74,0,0,212.3,0,242,1.3,2.3,994.6,1,355,11.9,06/25/2015 1:00 AM,63rdStreetWeatherStation201506250100
Oak Street Weather Station,06/25/2015 01:00:00 AM,22.4,18.0,66,0,0,129.1,0,0,0,0.6,994.8,0,0,12.1,06/25/2015 1:00 AM,OakStreetWeatherStation201506250100
